HPC_index,name,metal_smiles,organ_smiles,topo,LCD,PLD,VF,GSA,VSA,C2H4_100,C2H6_100
1,hMOF-1000000,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,7.41046,6.89364,0.59186,1460.519908,1560.486025,66.26710632,7.098639121
2,hMOF-1000001,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(F)c1F', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,5.1924,4.12808,0.49794,1444.064755,1658.531335,50.29460501,4.875660845
3,hMOF-1000002,[V],['O=C([O-])c1[c]cc(C(=O)[O-])c[c]1'],rna,7.4103,6.76342,0.650745,1117.4784,1491.869368,91.83208477,10.15872323
4,hMOF-1000003,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(Cl)c1', 'O=C([O-])c1[c]cc(C(=O)[O-])c(Cl)[c]1']",rna,7.16304,6.76343,0.639119,1115.800084,1489.628763,73.86422026,8.457810014
5,hMOF-1000004,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'Cc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,7.85581,6.27113,0.585737,1453.735701,1540.413563,69.74085935,7.437697324
6,hMOF-1000005,[V],"['Cc1cc(C(=O)[O-])c(C)c(C)c1C(=O)[O-]', 'Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C']",rna,5.28535,3.90183,0.433842,576.712492,683.106073,55.89253791,4.537755342
7,hMOF-1000006,[V],"['Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'Cc1cc(C(=O)[O-])c(C)cc1C(=O)[O-]']",rna,7.45668,6.81349,0.595924,1271.287728,1426.455194,82.70209577,9.537930633
8,hMOF-1000007,[V],"['CCc1c(C(=O)[O-])ccc(C(=O)[O-])c1CC', 'CCc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,5.3756,3.57358,0.389278,415.317795,504.901156,37.93451159,2.956439972
9,hMOF-1000010,[V],"['Nc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'O=C([O-])c1ccc(C(=O)[O-])cc1']",rna,7.28457,6.87509,0.589271,1443.347639,1532.579761,69.59024278,7.496806152
10,hMOF-1000014,[V],"['O=C([O-])c1cc(O)c(C(=O)[O-])cc1O', 'O=C([O-])c1cc(O)c(C(=O)[O-])c(O)c1O']",rna,7.19156,6.72145,0.614864,1237.810287,1493.341603,76.34536067,8.822058084
11,hMOF-1000015,[V],['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]'],rna,7.41046,6.89364,0.611294,1329.106593,1514.81406,79.63571556,9.21348809
12,hMOF-1000016,[V],"['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C#N']",rna,7.27854,6.83169,0.619292,1244.476118,1487.623066,78.33156788,9.046928939
13,hMOF-1000017,[V],"['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(C#N)cc1C(=O)[O-]']",rna,5.05349,3.92797,0.481573,1074.554917,1284.4986,53.67946893,5.172803302
14,hMOF-1000018,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'N#Cc1c(C(=O)[O-])ccc(C(=O)[O-])c1C#N']",rna,7.27854,6.83169,0.609735,1335.374473,1521.957711,74.27965985,8.230331858
15,hMOF-1000019,[V],"['COc1cc(C(=O)[O-])c(OC)cc1C(=O)[O-]', 'COc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,7.17165,5.30798,0.50879,1051.471178,1292.12461,60.77576699,7.197579088
16,hMOF-1000022,[V],"['O=C([O-])c1cc(F)c(C(=O)[O-])cc1F', 'O=C([O-])c1ccc(-c2c(F)c(F)c(C(=O)[O-])c(F)c2F)cc1F']",rna,7.44468,6.96964,0.608772,1654.704526,1735.215751,53.41110908,4.954110773
17,hMOF-1000023,[V],"['O=C([O-])c1ccc(-c2cc(F)c(C(=O)[O-])c(F)c2F)c(F)c1', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,7.43251,6.99489,0.667701,1693.664959,1679.855255,76.03153248,8.089534839
18,hMOF-1000024,[V],"['O=C([O-])c1[c][c]c(-c2[c][c]c(C(=O)[O-])[c][c]2)[c][c]1', 'O=C([O-])c1ccc(C(=O)[O-])c(Cl)c1']",rna,7.40436,6.86294,0.787618,1212.567469,1623.995767,101.4457124,12.53652628
19,hMOF-1000025,[V],"['O=C([O-])c1cc(Br)c(C(=O)[O-])c(Br)c1Br', 'O=C([O-])c1[c][c]c(-c2ccc(C(=O)[O-])c(Br)c2)c[c]1']",rna,7.17394,6.65329,0.623924,932.067664,1604.857426,53.30883925,5.529913537
20,hMOF-1000026,[V],"['O=C([O-])c1[c]cc(-c2[c]cc(C(=O)[O-])c(Br)c2)c[c]1', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1']",rna,7.41289,7.02719,0.716441,1111.617906,1637.060476,74.21523505,8.693042129
21,hMOF-1000027,[V],"['Nc1cc(C(=O)[O-])c(N)c(N)c1C(=O)[O-]', 'Nc1cc(-c2ccc(C(=O)[O-])cc2)ccc1C(=O)[O-]']",rna,7.40332,5.82856,0.543627,1653.16427,1561.648769,46.57714113,3.526455622
22,hMOF-1000029,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(O)c1O', 'O=C([O-])c1ccc(-c2[c]cc(C(=O)[O-])c(O)c2)[c]c1O']",rna,7.43203,7.06066,0.684312,1639.242607,1641.520714,95.22449825,11.03733415
23,hMOF-1000036,[V],"['O=C([O-])c1c[c]c(-c2[c]c(F)c(C(=O)[O-])c(F)c2)cc1F', 'O=C([O-])c1ccc(-c2cc(F)c(C(=O)[O-])cc2F)cc1F']",rna,11.50187,11.12459,0.728087,1882.314712,1598.9126,63.88766019,5.776123866
24,hMOF-1000037,[V],"['O=C([O-])c1[c]cc(-c2c[c]c(C(=O)[O-])[c]c2)c[c]1', 'O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])cc2)[c]c1']",rna,11.48154,11.02259,0.769155,1727.47071,1588.814146,99.13845049,10.76470111
25,hMOF-1000038,[V],"['O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(Cl)c2Cl)cc1Cl', 'O=C([O-])c1c[c]c(-c2[c]cc(C(=O)[O-])c(Cl)[c]2)cc1']",rna,11.39311,11.00775,0.775773,1649.806673,1581.04765,100.9641889,11.60500012
26,hMOF-1000039,[V],"['O=C([O-])c1c[c]c(-c2[c]cc(C(=O)[O-])c(Br)[c]2)cc1', 'O=C([O-])c1[c][c]c(-c2[c]cc(C(=O)[O-])cc2)c(Br)[c]1']",rna,11.23471,10.84064,0.838316,1066.431102,1582.242144,88.12022691,11.15809837
27,hMOF-1000040,[V],"['O=C([O-])c1ccc(-c2cc(Br)c(C(=O)[O-])cc2Br)cc1Br', 'O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])c(Br)c2)[c]c1Br']",rna,11.29176,10.86005,0.778175,1198.352506,1566.135246,77.50111257,9.053285544
28,hMOF-1000041,[V],"['O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2Br)cc1', 'O=C([O-])c1c[c]c(-c2[c]cc(C(=O)[O-])c(Br)c2)cc1']",rna,8.26351,7.29962,0.704561,2022.912532,2107.343231,61.41015722,5.279825776
29,hMOF-1000042,[V],"['O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])cc2)cc1', 'O=C([O-])c1[c][c]c(-c2[c]c(Br)c(C(=O)[O-])cc2)c(Br)c1']",rna,11.23472,10.86005,0.786858,1309.210975,1595.300576,83.71208169,9.672042615
30,hMOF-1000043,[V],"['CCCc1cc(-c2cc(CCC)c(C(=O)[O-])cc2CCC)ccc1C(=O)[O-]', 'CCCc1cc(-c2ccc(C(=O)[O-])cc2CCC)ccc1C(=O)[O-]']",rna,9.75531,9.28639,0.663393,1671.522039,1544.338972,107.5767054,13.23986494
31,hMOF-1000044,[V],"['O=C([O-])c1c[c]c(-c2[c]c(O)c(C(=O)[O-])c(O)c2)[c]c1', 'O=C([O-])c1ccc(-c2cc(O)c(C(=O)[O-])c(O)c2O)cc1O']",rna,10.97206,10.53875,0.734882,1895.312783,1610.104313,85.8121259,9.199441197
32,hMOF-1000045,[V],"['N#Cc1cc(C(=O)[O-])c(C#N)c(C#N)c1-c1ccc(C(=O)[O-])cc1', 'N#Cc1cc(-c2ccc(C(=O)[O-])cc2C#N)ccc1C(=O)[O-]']",rna,6.64235,5.69181,0.595348,2588.187915,2143.747702,35.47249259,1.760015723
33,hMOF-1000048,[V],['N#Cc1cc(-c2ccc(C(=O)[O-])c(C#N)c2C#N)ccc1C(=O)[O-]'],rna,11.48133,11.09606,0.752404,1822.839728,1560.917101,98.02693732,10.57379014
34,hMOF-1000049,[V],"['CCOc1cc(-c2c(OCC)cc(C(=O)[O-])cc2OCC)cc(OCC)c1C(=O)[O-]', '[CH2]COc1cc(-c2ccc(C(=O)[O-])cc2)cc(O)c1C(=O)[O-]']",rna,6.34779,5.27431,0.439966,1001.872817,986.159706,44.19361047,2.927878512
35,hMOF-1000050,[V],"['O=C([O-])c1cc(F)c(-c2cc(F)c(-c3cc(F)c(C(=O)[O-])c(F)c3)c(F)c2)cc1F', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1']",rna,7.13613,6.64939,0.654186,2073.283791,1877.779856,62.47736257,6.360508183
36,hMOF-1000051,[V],"['O=C([O-])c1cc(F)c(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2)cc1F', 'O=C([O-])c1ccc(C(=O)[O-])c(F)c1F']",rna,7.60357,6.64958,0.6656,2091.095869,1847.883382,64.53629186,6.720078959
37,hMOF-1000053,[V],"['O=C([O-])c1cc(Cl)c(C(=O)[O-])c(Cl)c1Cl', 'O=C([O-])c1[c]cc(-c2c(Cl)c(Cl)c(-c3ccc(C(=O)[O-])c(Cl)c3)c(Cl)c2Cl)c[c]1']",rna,6.14548,4.41331,0.571978,1544.67127,1811.990767,57.26184308,5.682510901
38,hMOF-1000057,[V],"['Nc1cc(C(=O)[O-])ccc1-c1ccc(-c2ccc(C(=O)[O-])c(N)c2N)c(N)c1', 'Nc1cc(-c2c(N)c(N)c(-c3ccc(C(=O)[O-])cc3N)c(N)c2N)c(N)cc1C(=O)[O-]']",rna,11.89365,11.30087,0.675963,2828.726358,1772.814592,33.95102053,2.191246948
39,hMOF-1000058,[V],"['Nc1cc(C(=O)[O-])c(N)c(N)c1C(=O)[O-]', 'Nc1cc(-c2c(N)cc(C(=O)[O-])c(N)c2N)c(N)cc1-c1ccc(C(=O)[O-])cc1']",rna,7.16737,6.56097,0.628651,2047.494931,1839.85251,78.67255658,9.198045977
40,hMOF-1000059,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])C1=CCC(c2cc(-c3[c]cccc3)c(C3=C[CH]C(C(=O)[O-])=CC3)cc2-c2[c]cccc2)=C[CH]1']",rna,5.64391,3.73608,0.461217,1525.665523,1430.813778,64.63276031,6.716543009
41,hMOF-1000061,[V],"['[O]c1cc(-c2ccc(-c3cc(O)c(C(=O)[O-])cc3O)cc2O)c[c]c1C(=O)[O-]', 'O=C([O-])c1ccc(C(=O)[O-])c(O)c1']",rna,7.19911,6.64939,0.643742,2106.447706,1830.66033,67.56172074,7.268437779
42,hMOF-1000062,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'N#Cc1cc(-c2ccc(-c3ccc(C(=O)[O-])cc3)c(C#N)c2C#N)c(C#N)cc1C(=O)[O-]']",rna,7.0586,6.31233,0.640565,2215.808385,1936.660041,78.63622139,8.82793742
43,hMOF-1000064,[V],"['[N]=C1[N][C]c2cc(C(=O)[O-])c(C#N)cc2-c2c(C#N)c(C#N)c(-c3cc(C#N)c(C(=O)[O-])cc3C#N)c(C#N)c21', 'N#Cc1cc(C(=O)[O-])cc(C#N)c1C(=O)[O-]']",rna,5.88625,4.555,0.540771,1658.812141,1754.385777,64.69102801,7.101662387
44,hMOF-1000065,[V],"['COc1c(C(=O)[O-])ccc(C(=O)[O-])c1OC', 'COc1[c]c(C(=O)[O-])c([O])cc1-c1cc(OC)c(-c2ccc(C(=O)[O-])c(OC)c2)cc1OC']",rna,6.77623,5.30534,0.559823,1562.743319,1633.882618,81.26802277,10.42412382
45,hMOF-1000066,[V],"['O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3)cc2)cc1', 'O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2)cc1']",rna,11.69248,10.03342,0.726818,2757.126398,1652.466672,45.96387464,3.270256538
46,hMOF-1000067,[V],"['O=C([O-])c1cc(F)c(-c2ccc(-c3c(F)cc(C(=O)[O-])c(F)c3F)cc2)c(F)c1', 'O=C([O-])c1c[c]c(-c2[c]c(F)c(C(=O)[O-])cc2)cc1']",rna,11.69248,10.03342,0.738159,2254.542599,1632.932328,54.29832911,4.622427619
47,hMOF-1000068,[V],"['O=C([O-])c1ccc(-c2c(F)cc(C(=O)[O-])c(F)c2F)cc1', 'O=C([O-])c1ccc(-c2cc(F)c(-c3c(F)cc(C(=O)[O-])c(F)c3F)c(F)c2F)cc1F']",rna,10.9762,9.37986,0.725095,2198.667563,1661.139113,51.00383782,4.444522195
48,hMOF-1000069,[V],"['O=C([O-])c1ccc(-c2cc(Cl)c(-c3ccc(C(=O)[O-])c(Cl)c3Cl)cc2Cl)cc1', 'O=C([O-])c1[c][c]c(-c2ccc(C(=O)[O-])cc2)[c][c]1']",rna,10.25717,9.10131,0.756886,1985.603153,1665.071397,79.57164208,8.523989613
49,hMOF-1000070,[V],"['O=C([O-])c1[c][c]c(-c2[c]cc(C(=O)[O-])c(Br)c2Br)cc1', 'O=C([O-])c1[c]cc(-c2ccc(-c3cc(Br)c(C(=O)[O-])cc3Br)cc2Br)c(Br)[c]1']",rna,10.58836,9.3887,0.805022,1196.003927,1617.875546,69.4418241,8.235496844
50,hMOF-1000071,[V],"['Cc1cc(-c2c(C)cc(-c3ccc(C(=O)[O-])cc3C)cc2C)[c]cc1C(=O)[O-]', 'Cc1cc(-c2cc(C)c(C(=O)[O-])c(C)c2)ccc1C(=O)[O-]']",rna,10.25636,9.30419,0.645898,2609.05121,1817.878691,37.67003957,2.401306628
51,hMOF-1000073,[V],"['O=C([O-])c1ccc(-c2cc(-c3ccccc3)c(C(=O)[O-])cc2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C1=CC=C(c2cc(-c3[c]cccc3)c(C3=CC=C(C(=O)[O-])[CH]C3)c(-c3ccccc3)c2-c2[c]cccc2)C[CH]1']",rna,7.46958,5.71127,0.381236,1014.63012,1010.260139,33.50710917,2.538658858
52,hMOF-1000074,[V],"['O=C([O-])C1=CCC(c2cc(-c3[c]cccc3)c(C3=C[CH]C(C(=O)[O-])=CC3)cc2-c2[c]cccc2)=C[CH]1', 'O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2)cc1']",rna,8.62865,7.82096,0.597507,2200.58783,1609.649722,43.55569727,3.563561051
53,hMOF-1000075,[V],"['O=C([O-])c1cc(O)c(-c2c(O)[c]c(-c3c(O)cc(C(=O)[O-])c(O)c3O)c(O)c2O)cc1O', 'O=C([O-])c1c(O)cc(-c2cc(O)c(-c3cc(O)c(C(=O)[O-])c(O)c3O)c(O)c2O)cc1O']",rna,11.85786,11.33368,0.622468,2291.13726,1600.586859,19.73819925,0.875742469
54,hMOF-1000076,[V],"['N#Cc1cc(-c2ccc(C(=O)[O-])cc2C#N)ccc1C(=O)[O-]', '[N]=C1[N][C]c2c(ccc(C(=O)[O-])c2C#N)-c2c(C#N)cc(-c3ccc(C(=O)[O-])c(C#N)c3C#N)c(C#N)c21']",rna,10.08646,8.88684,0.721491,2143.75406,1703.733042,79.41786111,8.350891664
55,hMOF-1000077,[V],"['N#Cc1cc(C(=O)[O-])ccc1-c1cc(C#N)c(C(=O)[O-])c(C#N)c1C#N', 'N#Cc1cc(-c2c(C#N)cc(-c3ccc(C(=O)[O-])cc3C#N)c(C#N)c2C#N)ccc1C(=O)[O-]']",rna,9.61521,8.43869,0.632608,2531.838471,2012.140337,52.51188923,3.809882007
56,hMOF-1000080,[V],"['O=C([O-])c1[c][c]c(-c2ccc(-c3cc(Cl)c(C(=O)[O-])cc3Cl)c(Cl)c2)[c][c]1', 'O=C([O-])c1cc(Cl)c(-c2ccc(-c3cc(Cl)c(C(=O)[O-])cc3Cl)c(Cl)c2)cc1Cl']",rna,13.9461,12.60746,0.783583,1969.862006,1563.426812,74.51962298,8.221527581
57,hMOF-1000082,[V],"['O=C([O-])c1ccc(-c2ccc(-c3ccc(C(=O)[O-])c(Cl)c3)cc2Cl)c(Cl)c1', 'O=C([O-])c1[c]cc(-c2c(Cl)cc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)c(Cl)c2Cl)c(Cl)[c]1']",rna,13.00188,12.63772,0.767314,2056.974818,1632.557438,72.24728361,7.601674531
58,hMOF-1000083,[V],"['O=C([O-])c1ccc(-c2cc(Br)c(-c3ccc(C(=O)[O-])cc3Br)c(Br)c2Br)c(Br)c1', 'O=C([O-])c1[c]cc(-c2cc(Br)c(-c3ccc(C(=O)[O-])c(Br)c3)c(Br)c2)c[c]1']",rna,12.47464,11.9835,0.752592,1601.035304,1675.232106,52.56942657,5.488924608
59,hMOF-1000084,[V],"['O=C([O-])c1[c]cc(-c2c(Br)c(Br)c(-c3ccc(C(=O)[O-])[c]c3Br)c(Br)c2Br)cc1', 'O=C([O-])c1ccc(-c2cc(Br)c(-c3ccc(C(=O)[O-])c(Br)c3)c(Br)c2)cc1Br']",rna,12.27815,11.88266,0.738564,1521.83083,1673.124496,48.55893137,5.146383837
60,hMOF-1000085,[V],"['O=C([O-])c1ccc(-c2c(Br)cc(-c3cc(Br)c(C(=O)[O-])c(Br)c3)cc2Br)cc1Br', 'O=C([O-])c1[c]cc(-c2ccc(-c3[c]cc(C(=O)[O-])c[c]3)c(Br)c2)cc1']",rna,13.14264,11.52898,0.701643,1680.170562,1668.899472,23.87957835,1.508121978
61,hMOF-1000087,[V],"['Cc1cc(-c2ccc(-c3ccc(C(=O)[O-])cc3)cc2)ccc1C(=O)[O-]', 'Cc1cc(-c2c(C)c(C)c(-c3cc(C)c(C(=O)[O-])cc3C)c(C)c2C)ccc1C(=O)[O-]']",rna,13.06176,12.16866,0.7195,2777.948964,1642.052442,60.95253239,5.631967441
62,hMOF-1000088,[V],"['Nc1cc(-c2c(N)cc(-c3ccc(C(=O)[O-])cc3)cc2N)c(N)cc1C(=O)[O-]', 'Nc1c(C(=O)[O-])ccc(-c2ccc(-c3ccc(C(=O)[O-])cc3)c(N)c2N)c1N']",rna,13.28892,12.91013,0.72423,2772.072961,1653.318545,53.89453176,4.599613936
63,hMOF-1000090,[V],"['O=C([O-])c1cc(O)c(-c2cc(O)c(-c3c(O)cc(C(=O)[O-])c(O)c3O)c(O)c2)c(O)c1', 'O=C([O-])c1cc(O)c(-c2ccc(-c3cc(O)c(C(=O)[O-])cc3O)cc2)[c]c1O']",rna,11.83081,11.10171,0.695712,2733.551354,1762.523254,33.40859191,2.224832788
64,hMOF-1000091,[V],"['O=C([O-])c1cc(O)c(-c2c(O)cc(-c3ccc(C(=O)[O-])c(O)c3O)cc2O)cc1O', 'O=C([O-])c1ccc(-c2cc(O)c(-c3ccc(C(=O)[O-])cc3O)c(O)c2)cc1']",rna,13.28947,12.88435,0.734556,2638.088152,1615.780973,50.84825084,4.494298794
65,hMOF-1000092,[V],"['[O]c1c(C(=O)[O-])[c]cc(-c2ccc(-c3ccc(C(=O)[O-])c(O)c3O)c(O)c2)c1O', '[O]c1cc(-c2ccc(-c3c[c]c(C(=O)[O-])c(O)c3)c(O)c2)c(O)[c]c1C(=O)[O-]']",rna,14.09763,13.4102,0.739459,2464.28749,1588.898358,56.58762993,5.282306232
66,hMOF-1000093,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])c1ccc(C(=O)[O-])c2c1CC2']",rna,7.31665,3.84099,0.472861,1188.918199,1257.13874,50.08876617,4.774433395
67,hMOF-1000094,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(F)c1F', 'O=C([O-])c1[c]c(F)c(C(=O)[O-])c2c1[CH]C2']",rna,6.26734,5.87457,0.568718,1106.140457,1423.100801,61.74328581,7.424989443
68,hMOF-1000095,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'O=C([O-])c1cc(F)c(C(=O)[O-])c2c1C(F)(F)C2']",rna,6.50725,5.71787,0.547517,1185.709301,1430.524926,60.10380977,7.437729818
69,hMOF-1000096,[V],"['O=C([O-])c1cc(F)c(C(=O)[O-])cc1F', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH]C2F']",rna,5.12583,3.86946,0.446233,1036.696058,1333.753327,53.06898713,6.223121646
70,hMOF-1000098,[V],"['O=C([O-])c1[c]c(Cl)c(C(=O)[O-])c2c1[CH]C2', 'O=C([O-])c1cc(Cl)c(C(=O)[O-])c(Cl)c1']",rna,4.97328,3.51017,0.467699,717.509006,1054.474948,53.84153637,5.844689772
71,hMOF-1000100,[V],"['O=C([O-])c1ccc(C(=O)[O-])c2c1C(Br)C2(Br)Br', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1Br']",rna,5.45743,4.58306,0.516636,647.749937,1272.347739,44.233446,6.189475666
72,hMOF-1000101,[V],"['O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c2c1C(Br)C2(Br)Br', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[C]C2']",rna,3.80852,1.58249,0.267024,140.539361,333.551727,17.270138,0.816403445
73,hMOF-1000102,[V],"['Cc1cc(C(=O)[O-])cc(C)c1C(=O)[O-]', 'CC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1(C)C']",rna,5.1956,3.91445,0.43362,517.084445,642.444029,66.31876212,7.209144168
74,hMOF-1000103,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'CC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1(C)C']",rna,6.62777,5.35131,0.515299,1111.94105,1312.098969,68.58772791,8.942452533
75,hMOF-1000105,[V],"['CCCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(CCC)C2', 'O=C([O-])c1ccc(C(=O)[O-])c2c1CC2']",rna,4.03802,3.06102,0.313474,195.900597,260.861579,36.58125763,2.632906977
76,hMOF-1000106,[V],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'NC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1N']",rna,6.42031,4.86575,0.515396,1221.604922,1408.742031,63.39229844,7.872761772
77,hMOF-1000109,[V],"['O=C([O-])c1ccc(C(=O)[O-])c(O)c1', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH]C2O']",rna,6.05988,4.93973,0.537128,1157.253,1422.015029,63.39787779,8.102489392
78,hMOF-1000110,[V],"['[N][C]1[C]2c3c(C#N)c(C(=O)[O-])c4c(c3C(=O)[O-])C(C4)N12', 'N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]']",rna,6.36347,5.13458,0.57173,1068.538135,1398.707379,70.85274763,8.98395368
79,hMOF-1000111,[V],"['N#Cc1cc(C(=O)[O-])ccc1C(=O)[O-]', '[N][C]1[C]2c3cc(C(=O)[O-])c4c(c3C(=O)[O-])C(C4)N12']",rna,5.98425,4.16563,0.465782,944.237392,1183.441004,59.17908721,7.045322897
80,hMOF-1000112,[V],"['COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(OC)C2OC', 'COc1c(C(=O)[O-])ccc(C(=O)[O-])c1OC']",rna,5.77445,4.70026,0.457493,726.175117,1031.509854,64.67969821,7.966457208
81,hMOF-1000115,[V],"['O=C([O-])c1ccc(C(=O)[O-])c2c1C(F)C2F', 'O=C([O-])c1ccc(C(=O)[O-])c2c1CC2(F)F']",rna,6.11274,6.06145,0.489032,919.257418,1199.124917,50.68355336,6.512009255
82,hMOF-1000116,[V],"['O=C([O-])c1ccc(-c2cc(F)c(C(=O)[O-])cc2F)cc1', 'O=C([O-])c1cc(F)c(C(=O)[O-])c2c1C(F)C2']",rna,7.46649,7.06104,0.638176,1596.780944,1604.065802,73.77595231,8.070742543
83,hMOF-1000117,[V],"['O=C([O-])c1cc(Cl)c(-c2cc(Cl)c(C(=O)[O-])c(Cl)c2)cc1Cl', 'O=C([O-])c1ccc(C(=O)[O-])c2c1C[C]2Cl']",rna,4.95269,3.97991,0.544624,1440.359151,1753.280442,62.54123503,5.107475036
84,hMOF-1000118,[V],"['O=C([O-])c1c[c]c(-c2ccc(C(=O)[O-])c(Cl)c2)cc1', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[C](Cl)C2Cl']",rna,7.33246,6.97262,0.6255,1246.384335,1517.179895,78.55090782,9.365672816
85,hMOF-1000119,[V],"['O=C([O-])c1ccc(C(=O)[O-])c2c1C(Cl)C2(Cl)Cl', 'O=C([O-])c1ccc(-c2ccc(C(=O)[O-])c(Cl)c2)cc1']",rna,7.47103,7.06098,0.597938,1369.601918,1518.187902,69.91496093,7.867282243
86,hMOF-1000120,[V],"['O=C([O-])c1[c]cc(C(=O)[O-])c2c1[C](Br)C2', 'O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH][CH]2']",rna,5.67215,5.08345,0.531942,497.271049,1092.893175,38.03702313,5.249182765
87,hMOF-1000121,[V],"['CC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1(C)C', 'Cc1cc(-c2cc(C)c(C(=O)[O-])cc2C)ccc1C(=O)[O-]']",rna,5.91953,4.82438,0.525818,1299.420122,1330.361682,80.21747223,7.701569843
88,hMOF-1000123,[V],"['CCCC1Cc2c(C(=O)[O-])ccc(C(=O)[O-])c21', 'CCCc1cc(-c2ccc(C(=O)[O-])cc2CCC)ccc1C(=O)[O-]']",rna,7.24634,5.41437,0.491749,1133.618238,1235.945294,72.57314066,8.198343629
89,hMOF-1000124,[V],"['Nc1cc(-c2cc(N)c(C(=O)[O-])c(N)c2N)ccc1C(=O)[O-]', 'NC1(N)c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1(N)N']",rna,7.69327,6.53847,0.589449,1362.977527,1472.831748,79.35341945,9.921343813
90,hMOF-1000126,[V],"['N#CC1Cc2c(C(=O)[O-])ccc(C(=O)[O-])c21', 'N#Cc1cc(-c2cc(C#N)c(C(=O)[O-])cc2C#N)ccc1C(=O)[O-]']",rna,7.43418,7.02836,0.641987,1454.035542,1525.12094,89.93034038,10.69846632
91,hMOF-1000127,[V],"['[N][C]1[C]2c3c4c(C(=O)[O-])c5c(c3C(=O)[O-])C(C5C3([N])[N][C]43)N12', '[N][C]1[C]2c3cc(C(=O)[O-])c4c(c3C(=O)[O-])C(C4)N12']",rna,5.76781,5.10138,0.473497,690.46125,1020.67226,55.32003615,7.916855184
92,hMOF-1000128,[V],"['N#Cc1cc(C(=O)[O-])ccc1-c1ccc(C(=O)[O-])cc1', 'N#Cc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2C#N']",rna,6.41547,5.05297,0.485943,1367.106594,1379.949334,47.24892974,3.88117226
93,hMOF-1000131,[V],"['O=C([O-])c1cc(F)c(C(=O)[O-])c2c1C(F)C2F', 'O=C([O-])c1cc(F)c(-c2c(F)c(F)c(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)c(F)c2F)cc1F']",rna,5.40396,4.10884,0.520872,1809.228082,1935.265527,43.60469426,3.821849847
