HPC_index,name,metal_smiles,organ_smiles,topo,LCD,PLD,VF,GSA,VSA,C2H4_100,C2H6_100
4894,hMOF-5045362,[Zn][Zn],"['O=C(OO)c1c(O)c(O)c(C(=O)OO)c2[c]c(O)c[c]c12', 'O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)ccc(O)c12']",pcu,5.7762,4.00893,0.443907,828.947626,1083.337165,58.6580371,8.503985201
4895,hMOF-5045363,[Zn][Zn],"['O=C([O-])c1ccc(C(=O)[O-])c2c(O)[c]ccc12', 'O=C([O-])C12[C]3C4(O)C1C1C2(O)C3(O)C14C(=O)[O-]']",pcu,5.72896,4.44989,0.41655,861.813818,1027.590018,45.82851826,6.036904837
4896,hMOF-5045364,[Zn][Zn],"['O=C([O-])C12C3C4(O)C1(O)C1C2(O)C3(O)C14C(=O)[O-]', 'O=C([O-])c1c(O)cc(C(=O)[O-])c2c(O)c(O)[c]cc12']",pcu,5.80491,3.38504,0.42933,663.196331,888.420792,47.83186001,6.422855466
4897,hMOF-5045365,[Zn][Zn],"['O=C([O-])C12C3C4(O)C1C1(O)C2(O)C3(O)C41C(=O)[O-]', 'O=C([O-])C12C3C4C1(O)C1(O)C4(C(=O)[O-])C3(O)C21O']",pcu,5.7547,3.06522,0.410751,565.46593,734.122326,43.98568723,7.498809612
4898,hMOF-5045377,[Zn][Zn],"['[NH]N1OC(=O)c2cc3c(c4cccc1c24)C(=O)ON[N]3', 'N=NC12C3C4C5C3(C(=O)[O-])C1C5(N=N)C42C(=O)[O-]']",sql,5.26048,3.58909,0.338557,518.508355,662.853545,38.0969311,3.45189281
4899,hMOF-5045379,[Zn][Zn],"['O=C([O-])c1c2ccccc2c(C(=O)[O-])c2ccccc12', 'O=C([O-])C12C3C4C1C1C2C3C41C(=O)[O-]']",pcu,5.45361,3.40094,0.434872,705.788586,828.698315,48.4803589,8.484834215
4900,hMOF-5045380,[Zn][Zn],"['O=C([O-])C12[C]3C4C1C1C2C3(F)C41C(=O)[O-]', 'O=C([O-])c1c2c[c]ccc2c(C(=O)[O-])c2c(F)c(F)c(F)c(F)c12']",pcu,5.91952,3.48483,0.516,709.999261,1009.9844,58.38992159,9.215454068
4901,hMOF-5045381,[Zn][Zn],"['O=C([O-])C12C3C4(F)C1(F)C1C2(F)C3(F)C14C(=O)[O-]', 'O=C([O-])C12C3C4C1(F)C1(F)C2C3(F)C41C(=O)[O-]']",pcu,5.40814,3.17275,0.467302,569.816893,773.481327,58.10852918,8.874958493
4902,hMOF-5045383,[Zn][Zn],"['O=C([O-])C12[C]3C4(F)C1C1C2(F)C3(F)C14C(=O)[O-]', 'O=C([O-])c1c2c[c]ccc2c(C(=O)[O-])c2cc(F)c(F)cc12']",pcu,5.679,3.1754,0.492392,610.320007,935.562165,52.71091675,9.97620753
4903,hMOF-5045391,[Zn][Zn],"['Cc1c[c]cc2c(C(=O)[O-])c3cccc(C)c3c(C(=O)[O-])c12', 'CC12C3C4C5(C)C(C1C35C(=O)[O-])C42C(=O)[O-]']",sql,5.76151,3.40186,0.520319,632.26188,851.19708,60.7715947,9.853923906
4904,hMOF-5045392,[Zn][Zn],"['CC12C3C4C5C3(C(=O)[O-])C1C5(C)C42C(=O)[O-]', 'Cc1cc(C)c2c(C(=O)[O-])c3c(C)cccc3c(C(=O)[O-])c2c1']",sql,5.57919,2.7962,0.524048,580.755226,806.847111,59.26986421,10.96948454
4905,hMOF-5045393,[Zn][Zn],"['CC12C3C4C5C3(C(=O)[O-])C1C5(C)C42C(=O)[O-]', 'CC12C3C4C5(C)C3(C(=O)[O-])C1C5(C)C42C(=O)[O-]']",sql,5.18547,2.72012,0.216171,83.720894,112.133094,35.0221802,2.290261843
4906,hMOF-5045397,[Zn][Zn],"['NC12C3C4(C(=O)[O-])C1C1(N)C4C3(N)C21C(=O)[O-]', 'NC12C3C4C5(N)C3(C(=O)[O-])C1C5(N)C42C(=O)[O-]']",pcu,4.324,2.43412,0.135291,24.571168,31.639267,6.523674029,0.07879998
4907,hMOF-5045398,[Zn][Zn],"['O=C([O-])c1c2cccc(O)c2c(C(=O)[O-])c2c[c]cc(O)c12', 'O=C([O-])C12[C]3C4C1(O)C1C2C3(O)C41C(=O)[O-]']",pcu,5.48661,3.06879,0.520341,636.02337,934.099212,56.99427246,9.988499653
4908,hMOF-5045399,[Zn][Zn],"['O=C([O-])C12[C]3C4C1(O)C1(O)C4(C(=O)[O-])C3(O)C21O', 'O=C([O-])c1c2cc[c]c(O)c2c(C(=O)[O-])c2c(O)c[c]c(O)c12']",pcu,5.97435,2.64478,0.484303,557.995874,833.198656,53.88753533,9.281196797
4909,hMOF-5045406,[Zn][Zn],"['O=C([O-])C12C3C4C1C1C2C3C41C(=O)[O-]', 'O=C([O-])c1ccc2ccc3c(C(=O)[O-])cccc3c2c1']",pcu,7.7957,4.47717,0.590203,2144.843653,1793.794968,76.8426755,8.719808533
4910,hMOF-5045407,[Zn][Zn],"['O=C([O-])C12C3C4(F)C1(F)C1(F)C2(F)C3(F)C41C(=O)[O-]', 'O=C([O-])c1ccc2c(F)cc3c(C(=O)[O-])cccc3c2c1F']",pcu,7.3755,4.93661,0.601495,1833.930943,1833.681851,79.27076607,9.150072562
4911,hMOF-5045409,[Zn][Zn],"['O=C([O-])C12C3C4C1(F)C1(F)C2C3(F)C41C(=O)[O-]', 'O=C([O-])C12C3C4C1(F)C1C2C3(F)C41C(=O)[O-]']",pcu,5.23445,4.4654,0.455089,1218.408155,1332.247768,46.44637375,4.79135069
4912,hMOF-5045411,[Zn][Zn],"['O=C([O-])c1cc2c(cc(F)c3c(C(=O)[O-])cc(F)cc32)c(F)c1F', 'O=C([O-])C12C3C4C1(F)C1(F)C4(C(=O)[O-])C3(F)C21F']",pcu,7.57028,5.27196,0.615144,1878.447289,1843.7585,79.35113429,8.874732431
4913,hMOF-5045416,[Zn][Zn],"['O=C([O-])c1cc(Br)c2c[c]c3c(C(=O)OBr)c(Br)c(Br)c(Br)c3c2c1', 'O=C([O-])C12C3C4C1(Br)C1(Br)C2C3(Br)C41C(=O)[O-]']",pcu,4.69785,3.05078,0.399828,360.656786,696.625788,23.27699003,2.720642439
4914,hMOF-5045417,[Zn][Zn],['Brc1cc2c([c]c(Br)c3ccn[c]c32)nc1Br'],pcu,7.13252,4.57446,0.656028,919.545065,1678.002175,65.70944889,9.247289935
4915,hMOF-5045418,[Zn][Zn],['Brc1cc2c(Br)[c]c3ncc(Br)c(Br)c3c2cn1'],pcu,7.02093,4.83667,0.568781,943.47546,1570.096309,55.32973669,6.638226553
4916,hMOF-5045419,[Zn][Zn],"['O=C([O-])c1[c]c2c(c(Br)c1)c(Br)cc1c(C(=O)[O-])c(Br)ccc12', 'O=C([O-])C12C3C4C1(Br)C1(Br)C2C3(Br)C41C(=O)[O-]']",pcu,4.32951,3.01927,0.361847,265.054687,488.374554,19.02154948,1.77693349
4917,hMOF-5045421,[Zn][Zn],['CCc1cc(C(=O)[O-])c2c(CC)cc3ccc(C(=O)[O-])cc3c2c1CC'],pcu,6.41096,4.63376,0.491618,1211.912596,1256.931297,87.969315,11.55815819
4918,hMOF-5045426,[Zn][Zn],"['NC12C3C4C5C(C1C53C(=O)[O-])C42C(=O)[O-]', 'Nc1ccc2c(ccc3c(N)c(N)c(C(=O)[O-])cc32)c1C(=O)[O-]']",pcu,7.80167,5.12184,0.578914,1944.75356,1724.966638,90.23600466,10.04560531
4919,hMOF-5045433,[Zn][Zn],"['N#Cc1cc2c(C(=O)[O-])c[c]cc2c2cc(C(=O)[O-])cc([C][NH])c12', 'N#Cc1cnc2c3c1[C][N][N][C]C14C5C6(C#N)C7([C][N]C([CH]2)c2c(C#N)cncc2-3)C(C1(C#N)C57C(=O)[O-])C46C(=O)[O-]']",sql,6.38672,4.40613,0.559304,1651.385562,1666.641408,101.166832,12.63325086
4920,hMOF-5045439,[Zn][Zn],['CCOc1cc(C(=O)[O-])cc2c1ccc1c(C(=O)[O-])cccc12'],pcu,4.31041,2.96314,0.190098,23.902646,31.438575,2.050037024,0.012825035
4921,hMOF-5045446,[Zn][Zn],['N=NC12C3C4C5(N=N)C3(C(=O)[O-])C1(N=N)C5(N=N)C42C(=O)[O-]'],pcu,6.53144,4.92912,0.613759,1413.07589,1666.608383,93.98369927,12.60924461
4922,hMOF-5045447,[Zn][Zn],"['O=C([O-])c1cc2ccc3cc(C(=O)[O-])cc4ccc(c1)c2c34', 'O=C([O-])C12C3C4C1C1C2C3C41C(=O)[O-]']",pcu,9.5101,8.716,0.71306,3155.544209,1974.315524,52.51489313,3.864470471
4923,hMOF-5045452,[Zn][Zn],"['O=C([O-])C12C3C4C1C1(F)C2C3C41C(=O)[O-]', 'O=C([O-])c1cc2c(F)cc3c(F)c(C(=O)[O-])c(F)c4c(F)c(F)c(c1F)c2c34']",pcu,9.33155,7.97417,0.696275,2443.984878,1934.936528,57.25594897,5.08204841
4924,hMOF-5045453,[Zn][Zn],"['O=C([O-])c1cc2c(F)c(F)c3cc(C(=O)[O-])c(F)c4ccc(c1F)c2c43', 'O=C([O-])C12C3C4C1(F)C1(F)C4(C(=O)[O-])C3(F)C21F']",pcu,9.37896,7.97488,0.691329,2398.763623,1899.155201,54.82928968,4.75179193
4925,hMOF-5045454,[Zn][Zn],"['O=C([O-])C12C3C4(F)C1C1(F)C2(F)C3(F)C41C(=O)[O-]', 'O=C([O-])c1cc2cc(F)c3c(F)c(C(=O)[O-])c(F)c4cc(F)c(c1)c2c43']",pcu,9.37662,7.97402,0.692397,2456.679611,1910.993193,53.58200505,4.509699866
4926,hMOF-5045455,[Zn][Zn],"['O=C([O-])C12C3C4C1(F)C1(F)C4(C(=O)[O-])C3(F)C21F', 'O=C([O-])c1cc2cc(F)c3cc(C(=O)[O-])c(F)c4c(F)cc(c1F)c2c34']",pcu,9.34458,7.87372,0.688649,2373.034244,1911.600431,56.5368283,4.930459068
4927,hMOF-5045462,[Zn][Zn],"['O=C([O-])c1cc2c(Br)c(Br)c3c(Br)c(C(=O)[O-])c(Br)c4c(Br)cc(c1Br)c2c43', 'O=C([O-])C12C3C4C1(Br)C1(Br)C2C3(Br)C41C(=O)[O-]']",pcu,6.99512,5.10739,0.616339,1348.480948,1907.495409,40.34207113,4.211342376
4928,hMOF-5045463,[Zn][Zn],"['O=C([O-])c1cc2ccc3cc(C(=O)[O-])c(Br)c4cc(Br)c(c1)c2c34', 'O=C([O-])C12C3C4C1(Br)C1(Br)C2C3(Br)C41C(=O)[O-]']",pcu,8.7261,6.67751,0.705143,1519.718281,1873.038028,67.33701691,7.627310907
4929,hMOF-5045465,[Zn][Zn],"['O=C([O-])C12[C]3C4C1(Br)C1(Br)C4(C(=O)[O-])C3(Br)C21Br', 'O=C([O-])c1cc2cc(Br)c3cc(C(=O)[O-])c(Br)c4c(Br)cc(c1)c2c34']",pcu,9.00221,7.395,0.712477,1406.282284,1818.565941,68.314749,7.642396342
4930,hMOF-5045466,[Zn][Zn],"['O=C([O-])C12C3C4C1(Br)C1(Br)C2C3(Br)C41C(=O)[O-]', 'O=C([O-])c1cc2cc(Br)c3c(Br)c(C(=O)[O-])c(Br)c4c(Br)cc(c1Br)c2c34']",pcu,8.95522,7.39667,0.676353,1439.195618,1773.791418,52.13036121,5.328551103
4931,hMOF-5045477,[Zn][Zn],"['CCCC12[C]3C4C5C(C41C(=O)[O-])C2(CCC)C35C(=O)[O-]', '[CH2]Cc1cc2cnc(CCC)c3ccc4cncc1c4c23']",pcu,9.14411,7.12599,0.613825,1893.251957,1613.492233,92.48583868,10.67241223
4932,hMOF-5045479,[Zn][Zn],['[CH2]Cc1cc2c(CCC)c(C(=O)[O-])cc3c(CCC)cc4c(CCC)c(C(=O)[O-])cc1c4c32'],pcu,8.1636,4.88366,0.499526,1080.924096,1166.08274,85.06820092,10.99215756
4933,hMOF-5045481,[Zn][Zn],"['NC12C3C4(N)C5(N)C3(C(=O)[O-])C1(N)C5(N)C24C(=O)[O-]', 'Nc1cc2c(N)c(C(=O)[O-])cc3c(N)cc4c(N)c(C(=O)[O-])cc1c4c32']",pcu,9.41217,7.54655,0.659983,2310.504279,1792.480237,85.44906952,8.842199367
4934,hMOF-5045482,[Zn][Zn],"['NC12C3C4(N)C5(N)C3(C(=O)[O-])C1(N)C5(N)C24C(=O)[O-]', 'Nc1c(N)c2c(N)c(C(=O)[O-])cc3ccc4cc(C(=O)[O-])cc1c4c32']",pcu,8.75308,7.50912,0.642884,2259.261331,1778.817234,79.19003536,8.079528501
4935,hMOF-5045484,[Zn][Zn],"['Nc1cc2cc(C(=O)[O-])c(N)c3c(N)cc4cc(C(=O)[O-])c(N)c1c4c23', 'NC12C3C4C5(N)C3(C(=O)[O-])C1C5(N)C42C(=O)[O-]']",pcu,8.74182,7.37115,0.660724,2486.79593,1843.089992,71.75192036,7.010971433
4936,hMOF-5045504,[Zn][Zn],"['N=NC12C3C4C5C(C41C(=O)[O-])C2(N=N)C53C(=O)[O-]', '[NH]n1[nH]nc2c(N=N)c3cc(C(=O)[O-])cc4c3c3c(cc(C(=O)[O-])c1c23)=C[CH]4']",pcu,8.69486,7.34742,0.662856,2479.003174,1871.509892,65.92962183,6.049272659
4937,hMOF-5045506,[Zn][Zn],"['N=NC12C3C4C5C(C1C53C(=O)[O-])C42C(=O)[O-]', 'N=Nc1cc2cc(C(=O)[O-])c(N=N)c3c(N=N)cc4c(N=N)c(C(=O)[O-])cc1c4c23']",pcu,9.67857,8.716,0.701366,2573.943328,1887.72501,72.85593882,6.933758969
4938,hMOF-5045508,[Zn][Zn],"['N=NC12C3C4C5(N=N)C3(C(=O)[O-])C1(N=N)C5(N=N)C42C(=O)[O-]', 'N=Nc1cc2cc(C(=O)[O-])c(N=N)c3ccc4cc(C(=O)[O-])cc1c4c23']",pcu,10.41138,8.71586,0.686737,2426.95011,1832.212716,68.13136412,6.350799076
4939,hMOF-5045515,[Zn][Zn],"['O=C([O-])c1cc2c(ccc3c2[c]cc2cc(F)c(C(=O)[O-])c(F)c23)cc1F', 'O=C([O-])C12[C]3C4C1C1C4(C(=O)[O-])C3(F)C12F']",pcu,8.58482,5.96855,0.681774,2348.056692,1966.485494,81.17178075,8.335847567
4940,hMOF-5045547,[Zn][Zn],"['O=C([O-])C12C3C4C1C1(F)C4(C(=O)[O-])C3C21F', 'N#CC#N']",pcu,7.24616,4.4785,0.588377,2472.852023,2190.759596,22.80247091,1.306615194
4941,hMOF-5045597,[Zn][Zn],"['CCCC12C3C4N1C1(CCC)C2N3C41CCC', 'O=C([O-])C#CC#CC(=O)[O-]']",pcu,7.51832,6.52938,0.609701,2525.212957,2013.141679,45.63868109,4.102019343
4942,hMOF-5045655,[Zn][Zn],"['CCCOC12C3C4C5C(C41C(=O)[O-])C2(OCCC)C53C(=O)[O-]', 'N#CC#N']",pcu,4.90151,3.41502,0.324723,356.170483,395.203715,25.61182542,2.670800959
4943,hMOF-5045658,[Zn][Zn],"['CCCOC12C3C4C5N3C1(OCCC)C5(OCCC)N42', 'O=C([O-])C#CC#CC(=O)[O-]']",pcu,7.60558,5.54277,0.545824,1964.124124,1684.110922,35.55770571,2.855076749
4944,hMOF-5045833,[Zn][Zn],"['O=C([O-])C#CC#CC#CC(=O)[O-]', 'CCCOC12C3C4N1C1(OCCC)C2N3C41OCCC']",pcu,8.93291,7.47213,0.689043,3799.328457,2302.012713,20.83455069,0.798750357
4945,hMOF-5046009,[Zn][Zn],['CCC1C(CC)C2(C(=O)[O-])C(CC)CC1(C(=O)[O-])CC2CC'],sql,4.99752,1.67816,0.183346,108.023154,168.470075,17.19149319,3.662956519
4946,hMOF-5046014,[Zn][Zn],"['NC12C3C4C5C3(C(=O)[O-])C1(N)C5(N)C42C(=O)[O-]', 'NC1N2C(N)(N)CN(C(N)C2(N)N)C1(N)N']",pcu,6.27967,2.64444,0.234058,344.354451,452.493685,18.23807293,2.271075446
4947,hMOF-5046027,[Zn][Zn],['COC12C3C4C5C(C41C(=O)[O-])C2(OC)C53C(=O)[O-]'],pcu,4.76776,2.76027,0.182689,76.606214,104.285879,13.59127907,0.739486176
4948,hMOF-5046031,[Zn][Zn],"['N=NC1C(N=N)C2(C(=O)[O-])C(N=N)(N=N)CC1(C(=O)[O-])C1(N=N)[N]NN[N]C12N=N', 'N=NC1([N]NOC(=O)C23C4C5C2(N=N)C2C3C4(N=N)C52C(=O)[O-])CN2CC(N=N)(N=N)N1C(N=N)(N=N)C2']",pcu,4.19479,1.97859,0.119752,13.578314,22.95589,4.919176435,0.103849494
4949,hMOF-5046033,[Zn][Zn],"['C12C3C4C5C(C1N35)N24', 'O=C([O-])C#CC12CCC(C#CC(=O)[O-])(CC1)CC2']",pcu,11.88957,9.84866,0.708553,4643.065424,2300.199987,18.52873444,0.553966985
4950,hMOF-5046055,[Zn][Zn],"['CCCC1C(CCC)C2(C#N)C(CCC)CC1(C#N)CC2(CCC)CCC', 'CCCC12C3C4C5C(C41C(=O)[O-])C2(CCC)C53C(=O)[O-]']",pcu,5.01158,3.31363,0.244876,195.82349,206.823011,19.40511306,1.093184843
4951,hMOF-5046056,[Zn][Zn],"['CCCC1C(CCC)C2(C#N)CCC1(C#N)CC2CCC', 'CCCC12C3C4(CCC)C5(CCC)C3(C(=O)[O-])C1(CCC)C5(CCC)C24C(=O)[O-]']",sql,8.22626,5.4098,0.46002,1374.307895,1116.395578,44.10139403,3.554744783
4952,hMOF-5046093,[Zn][Zn],"['O=C([O-])C12C3C4C1C1(Cl)C4(C(=O)[O-])C3(Cl)C21Cl', 'ClC12C3N4C1(Cl)C1N2C3(Cl)C14Cl']",pcu,5.22443,3.1801,0.299633,365.198768,556.629649,17.46134164,1.593354762
4953,hMOF-5046113,[Zn][Zn],['CCCC12C3C4C5C(C41C(=O)[O-])C2(CCC)C53C(=O)[O-]'],pcu,4.02049,2.0043,0.0518827,0,0,0.011198433,0
4954,hMOF-5046140,[Zn][Zn],['CCCOC12C3C4C5C(C41C(=O)[O-])C2([O])C53C(=O)[O-]'],pcu,3.01484,1.44156,0.00678097,0,0,0,0
4955,hMOF-5046150,[Zn][Zn],"['O=C([O-])C#CC12C3C4C1C1(F)C4(C#CC(=O)[O-])C3C21F', 'O=C([O-])C#CC12C3C4C1C1(F)C2C3(F)C41C#CC(=O)[O-]']",pcu,11.54809,7.96777,0.759047,4869.133711,2616.178308,27.07739457,1.23251487
4956,hMOF-5046151,[Zn][Zn],"['O=C([O-])c1ccc(C(=O)[O-])c(F)c1', 'O=C([O-])C#CC12C3C4C1C1(F)C2C3C41C#CC(=O)[O-]']",pcu,8.85162,5.47759,0.700224,3560.041722,2463.946166,34.69518625,2.372846222
4957,hMOF-5046154,[Zn][Zn],['O=C([O-])C#CC12C3C4C1(F)C1(F)C2C3(F)C41C#CC(=O)[O-]'],pcu,11.19612,8.29853,0.745095,4119.553831,2363.560153,24.42116405,1.161221061
4958,hMOF-5046165,[Zn][Zn],"['O=C([O-])C#CC12C3C4C1(Br)C1(Br)C4(C#CC(=O)[O-])C3(Br)C21Br', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1']",pcu,7.28098,5.20382,0.626477,1738.522687,2046.703837,40.26590062,4.13219743
4959,hMOF-5046167,[Zn][Zn],"['O=C([O-])c1cc(Br)c(C(=O)[O-])c(Br)c1', 'O=C([O-])C#CC12C3C4C1C1(Br)C4(C#CC(=O)[O-])C3C21Br']",pcu,7.17992,5.0195,0.645646,1793.690908,2111.651511,43.78381351,4.689588939
4960,hMOF-5046169,[Zn][Zn],"['O=C([O-])C#CC12C3C4C1C1(Br)C4(C#CC(=O)[O-])C3C21Br', 'O=C([O-])c1cc(Br)c(C(=O)[O-])cc1Br']",pcu,7.1812,5.01565,0.64044,1765.846331,2078.871037,42.47591469,4.43370382
4961,hMOF-5046171,[Zn][Zn],"['O=C([O-])C#CC12C3C4(Br)C1(Br)C1(Br)C2(Br)C3(Br)C41C#CC(=O)[O-]', 'O=C([O-])c1ccc(C(=O)[O-])c(Br)c1']",pcu,7.16408,5.01509,0.614932,1452.885422,1942.002521,43.39266084,4.76002133
4962,hMOF-5046173,[Zn][Zn],"['O=C([O-])c1cc(Br)c(C(=O)[O-])c(Br)c1Br', 'O=C([O-])C#CC12C3C4(Br)C1(Br)C1(Br)C2(Br)C3(Br)C41C#CC(=O)[O-]']",pcu,6.6384,3.88505,0.626298,1387.604861,2075.932964,47.38420038,5.386153246
4963,hMOF-5046179,[Zn][Zn],"['CCC12C3C4C5C(C1C53C#N)C42C#N', 'CCc1cc(C(=O)[O-])ccc1C(=O)[O-]']",pcu,7.85876,5.32674,0.622186,2963.207089,2102.985431,44.70460782,3.600248984
4964,hMOF-5046180,[Zn][Zn],"['CCC12C3C4(C#CC(=O)[O-])C1C1(CC)C2(C#CC(=O)[O-])C3(CC)C41CC', 'CCc1cc(C(=O)[O-])ccc1C(=O)[O-]']",pcu,7.52524,5.18936,0.595762,2493.629056,1897.971853,76.91255213,7.672787178
4965,hMOF-5046185,[Zn][Zn],"['CCCC12C3C4C1(C#CC(=O)[O-])C1(CCC)C4(CCC)C3(C#CC(=O)[O-])C21CCC', 'CCCc1cnccn1']",pcu,6.419,4.44691,0.486149,1281.25421,1174.847405,73.85664639,8.913625575
4966,hMOF-5046188,[Zn][Zn],"['NC12C3C4C5C3(C#CC(=O)[O-])C1(N)C5(N)C42C#CC(=O)[O-]', 'Nc1cc(C(=O)[O-])ccc1C(=O)[O-]']",pcu,8.06724,5.33289,0.625767,3155.765325,2241.8973,46.50729205,4.028219926
4967,hMOF-5046192,[Zn][Zn],"['Nc1c(C(=O)[O-])ccc(C(=O)[O-])c1N', 'NC12C3C4C5C3(C#CC(=O)[O-])C1C5(N)C42C#CC(=O)[O-]']",pcu,8.01826,5.47783,0.649514,3305.042553,2347.940217,41.57335782,3.10922665
4968,hMOF-5046197,[Zn][Zn],['O=C([O-])c1cc(-c2ccccc2)c(C(=O)[O-])c2c1C1=CC=C[CH]C1C1[CH][C]([CH]C=C1)c1ccc-2cc1'],sql,6.55385,2.15891,0.382312,761.479742,822.860206,60.0691206,7.409330544
4969,hMOF-5046200,[Zn][Zn],"['O=C([O-])c1[c]c(O)c(C(=O)[O-])[c]c1', 'OC1=N[CH]C(O)=N[CH]1']",pcu,6.84799,5.18705,0.594727,1818.92102,1832.703883,69.94200117,8.705683965
4970,hMOF-5046206,[Zn][Zn],"['O=C([O-])C#CC12C3C4C1(O)C1(O)C2C3(O)C41C#CC(=O)[O-]', 'O=C([O-])c1cc(O)c(C(=O)[O-])c(O)c1']",pcu,7.95958,5.39436,0.6622,3417.693256,2448.399164,35.38974125,2.474594668
4971,hMOF-5046216,[Zn][Zn],['COC12C3C4(C#CC(=O)O)C1(OC)C1(OC)C2(C#CC(=O)[O-])C3(OC)C41OC'],pcu,6.57738,4.12314,0.452078,1239.160797,1218.552299,59.41504806,7.002130579
4972,hMOF-5046220,[Zn][Zn],"['CCOc1cc(C(=O)[O-])ccc1C(=O)[O-]', 'CCOC12C3C4C1(C#CC(=O)[O-])C1C2C3(C#CC(=O)[O-])C41OCC']",pcu,6.82778,5.54209,0.592281,2686.666992,2022.814364,54.65946146,5.377237391
4973,hMOF-5046221,[Zn][Zn],"['CCOC12C3C4C1(C#CC(=O)[O-])C1(OCC)C2C3(C#CC(=O)[O-])C41OCC', 'CCOc1cc(C(=O)[O-])c(OCC)cc1C(=O)[O-]']",pcu,6.83372,3.90347,0.487064,1592.511364,1340.742195,63.29589433,7.124974121
4974,hMOF-5046225,[Zn][Zn],"['O=C([O-])c1ccc(C(=O)[O-])cc1', 'CCCOC12C3C4C5C(C1C53C#N)C42C#N']",pcu,7.77963,5.32674,0.677833,3895.837069,2558.550455,48.94020477,3.825280915
4975,hMOF-5046227,[Zn][Zn],"['CCCOc1cc(C(=O)[O-])c(OCCC)c(OCCC)c1C(=O)[O-]', 'CCCOC12C3C4C1(C#CC(=O)[O-])C1C2C3(C#CC(=O)[O-])C41OCCC']",pcu,6.44983,4.09748,0.438955,1136.855948,1037.669858,54.91042381,5.825625333
4976,hMOF-5046228,[Zn][Zn],['N=NC12C3C4C1(C#CC(=O)[O-])C1C2C3(C#CC(=O)[O-])C41N=N'],pcu,10.21514,8.42826,0.725752,4726.450193,2552.619619,32.34839021,1.723072801
4977,hMOF-5046232,[Zn][Zn],"['N=NC12C3C4(C#CC(=O)[O-])C1(N=N)C1C2(C#CC(=O)[O-])C3(N=N)C14N=N', 'N=NC12C3C4C5C(C1C53C#CC(=O)[O-])C42C#CC(=O)[O-]']",pcu,10.10906,5.50588,0.692881,4484.810396,2676.735007,36.29274823,2.171583287
4978,hMOF-5046299,[Zn][Zn],"['O=C([O-])c1ccc(-c2cc(-c3ccccc3)c(C(=O)[O-])cc2-c2ccccc2)cc1-c1ccccc1', 'O=C([O-])C#CC12C3C4C1C1C2C3C41C#CC(=O)[O-]']",pcu,11.92007,8.3788,0.729492,4014.958686,1988.09348,26.90510522,1.07578692
4979,hMOF-5046300,[Zn][Zn],"['O=C([O-])C#CC12C3C4C1(O)C1(O)C2C3(O)C41C#CC(=O)[O-]', 'O=C([O-])C#CC12C3C4(O)C1C1(O)C2(O)C3(O)C41C#CC(=O)[O-]']",pcu,12.8291,8.20669,0.781324,5711.526818,2510.823276,20.55693187,0.619173016
4980,hMOF-5046323,[Zn][Zn],"['[CH2]Oc1c(OCC)ncc(OCC)c1-c1ccncc1', 'CCOC12C3C4C1(C#CC(=O)[O-])C1(OCC)C4(OCC)C3(C#CC(=O)[O-])C21OCC']",pcu,10.15814,7.69602,0.627225,3125.747079,1878.362473,40.46488449,2.576770017
4981,hMOF-5046324,[Zn][Zn],"['CCOc1cc(-c2ccc(C(=O)[O-])c(OCC)c2OCC)ccc1C(=O)[O-]', 'CCOC12C3C4C1(C#N)C1(OCC)C4(OCC)C3(C#N)C21OCC']",pcu,8.69207,6.37663,0.622145,3354.699147,2080.983702,31.00062415,1.633434425
4982,hMOF-5046326,[Zn][Zn],['CCCOC1=C[N]C(=O)C(OCCC)=C1c1ccncc1'],pcu,9.53113,7.56934,0.625926,2671.058479,1791.87844,56.81627951,4.973397718
4983,hMOF-5046330,[Zn][Zn],"['CCCOC12C3C4C5C3(C#CC(=O)[O-])C1(OCCC)C5(OCCC)C42C#CC(=O)[O-]', '[CH2]Oc1cncc(OCCC)c1-c1[c]cnc(OCCC)c1']",pcu,8.65914,6.67638,0.614116,2732.188061,1832.830138,65.28207572,6.059900879
4984,hMOF-5046438,[Zn][Zn],"['N=Nc1cc(C(=O)[O-])ccc1-c1ccc(-c2ccc(C(=O)[O-])c(N=N)c2N=N)c2c1=NNNN=2', 'N=NC12C3C4C1(C#CC(=O)[O-])C1(N=N)C2C3(C#CC(=O)[O-])C41N=N']",pcu,14.80489,12.55386,0.792935,4810.744025,1984.737633,24.7360883,1.122544848
4985,hMOF-5046446,[Zn][Zn],"['N#CC12C3C4C1C1C2C3C41C#N', 'O=C([O-])c1ccc(C(=O)[O-])c2c1CC2']",pcu,8.4766,5.34604,0.709215,3944.46129,2567.312804,46.2321331,3.525802132
4986,hMOF-5046477,[Zn][Zn],"['CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(CC)(CC)C2', '[CH2]C']",pcu,6.68457,4.74983,0.539084,1740.543369,1564.236513,92.8594152,10.43127232
4987,hMOF-5046480,[Zn][Zn],['CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(CC)(CC)C2'],pcu,6.17537,3.7026,0.46943,1239.630673,1114.068662,76.50096552,9.049267299
